"id"	"geneNum"	"description"	"gene"
"373076"	2	"Class A/1 (Rhodopsin-like receptors)"	"YDR284C,YDR503C"
"373760"	11	"L1CAM interactions"	"YBL016W,YBL037W,YDL159W,YGL206C,YGR040W,YGR167W,YHR030C,YJR005W,YJR058C,YKL135C,YOL062C"
"375165"	4	"NCAM signaling for neurite out-growth"	"YBL016W,YBR028C,YGR040W,YHR030C"
"379716"	2	"Cytosolic tRNA aminoacylation"	"YBR011C,YMR267W"
"379724"	2	"tRNA Aminoacylation"	"YBR011C,YMR267W"
"379726"	1	"Mitochondrial tRNA aminoacylation"	"YBR011C"
"380612"	1	"Metabolism of serotonin"	"YER073W"
"380615"	1	"Serotonin clearance from the synaptic cleft"	"YER073W"
"380972"	9	"Energy dependent regulation of mTOR by LKB1-AMPK"	"YDR422C,YDR477W,YER027C,YGL115W,YGL208W,YHR146W,YJR059W,YKL198C,YNL173C"
"381042"	4	"PERK regulates gene expression"	"YER025W,YJL057C,YJR007W,YPL237W"
"381070"	1	"IRE1alpha activates chaperones"	"YHR079C"
"381119"	5	"Unfolded Protein Response (UPR)"	"YER025W,YHR079C,YJL057C,YJR007W,YPL237W"
"381676"	1	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	"YGR152C"
"382551"	140	"Transport of small molecules"	"YAL022C,YAL026C,YBL030C,YBL037W,YBL041W,YBR085W,YBR086C,YBR127C,YBR220C,YBR235W,YBR241C,YBR294W,YBR299W,YCL005W-A,YCL038C,YCR075C,YDL007W,YDL065C,YDL097C,YDL147W,YDL185W,YDR058C,YDR093W,YDR135C,YDR205W,YDR270W,YDR329C,YDR338C,YDR394W,YDR427W,YDR456W,YDR497C,YEL004W,YEL027W,YEL031W,YEL051W,YEL060C,YER012W,YER021W,YER094C,YER166W,YFL007W,YFL054C,YFR004W,YFR050C,YFR052W,YGL006W,YGL011C,YGL048C,YGL104C,YGL167C,YGL206C,YGR020C,YGR055W,YGR135W,YGR167W,YGR253C,YGR263C,YGR281W,YGR287C,YGR292W,YHL035C,YHL036W,YHR026W,YHR027C,YHR032W,YHR039C-A,YHR175W,YHR200W,YIL007C,YIL023C,YIL033C,YIL048W,YIL075C,YIL148W,YIL172C,YJL001W,YJL163C,YJL164C,YJL216C,YJL221C,YJR001W,YJR005W,YJR040W,YJR058C,YJR098C,YJR106W,YKL080W,YKL135C,YKL145W,YKL166C,YKL188C,YKL209C,YKL221W,YKR093W,YKR094C,YKR103W,YLL015W,YLL043W,YLL048C,YLR167W,YLR348C,YLR447C,YML019W,YML092C,YMR054W,YMR056C,YMR162C,YMR243C,YMR301C,YMR314W,YNL003C,YNL125C,YOL038W,YOL062C,YOL092W,YOL119C,YOL157C,YOR085W,YOR087W,YOR117W,YOR157C,YOR222W,YOR259C,YOR261C,YOR270C,YOR291W,YOR306C,YOR316C,YOR332W,YOR362C,YPL006W,YPL060W,YPL134C,YPL147W,YPL203W,YPR003C,YPR036W,YPR103W,YPR108W"
"382556"	48	"ABC-family proteins mediated transport"	"YBL041W,YDL007W,YDL065C,YDL097C,YDL147W,YDR135C,YDR329C,YDR394W,YDR427W,YER012W,YER021W,YER094C,YFL007W,YFR004W,YFR050C,YFR052W,YGL011C,YGL048C,YGR135W,YGR253C,YGR281W,YHL035C,YHR027C,YHR200W,YIL007C,YIL075C,YIL148W,YJL001W,YKL145W,YKL188C,YKL209C,YKR094C,YKR103W,YLL015W,YLL048C,YLR167W,YML092C,YMR301C,YMR314W,YOL038W,YOR117W,YOR157C,YOR259C,YOR261C,YOR362C,YPL147W,YPR103W,YPR108W"
"3858494"	7	"Beta-catenin independent WNT signaling"	"YBR109C,YER020W,YKL190W,YLR433C,YML057W,YOR360C,YPR054W"
"388396"	29	"GPCR downstream signalling"	"YAL024C,YBL016W,YBL047C,YBL105C,YBR109C,YBR204C,YCR038C,YER020W,YGL179C,YHR205W,YIL033C,YIL118W,YJL164C,YKL094W,YKL126W,YKL166C,YKR055W,YLR310C,YMR006C,YMR008C,YMR232W,YNL012W,YNL090W,YOL011W,YOL100W,YOR360C,YPL203W,YPL268W,YPR165W"
"388841"	15	"Costimulation by the CD28 family"	"YBR270C,YCR073C,YER093C,YHL007C,YHR205W,YJL058C,YKL126W,YKL203C,YLR229C,YNL006W,YNL298W,YNR031C,YOL078W,YOL100W,YOL113W"
"389356"	15	"CD28 co-stimulation"	"YBR270C,YCR073C,YER093C,YHL007C,YHR205W,YJL058C,YKL126W,YKL203C,YLR229C,YNL006W,YNL298W,YNR031C,YOL078W,YOL100W,YOL113W"
"389357"	11	"CD28 dependent PI3K/Akt signaling"	"YBR270C,YCR073C,YER093C,YHR205W,YJL058C,YKL126W,YKL203C,YNL006W,YNR031C,YOL078W,YOL100W"
"389359"	4	"CD28 dependent Vav1 pathway"	"YHL007C,YLR229C,YNL298W,YOL113W"
"389542"	1	"NADPH regeneration"	"YDL066W"
"389599"	3	"Alpha-oxidation of phytanate"	"YEL020C,YJR154W,YMR110C"
"389661"	15	"Glyoxylate metabolism and glycine degradation"	"YAL044C,YBR221C,YDR019C,YDR148C,YER178W,YFL018C,YIL125W,YJL046W,YKL106W,YLR142W,YML054C,YMR189W,YNL071W,YOR196C,YPL113C"
"389887"	4	"Beta-oxidation of pristanoyl-CoA"	"YGL205W,YJR019C,YKR009C,YML042W"
"3899300"	7	"SUMOylation of transcription cofactors"	"YDL064W,YDR510W,YHR090C,YJL141C,YNL097C,YNL112W,YOR064C"
"390247"	6	"Beta-oxidation of very long chain fatty acids"	"YGR037C,YIL160C,YJR019C,YKR009C,YNL202W,YPL147W"
"390466"	10	"Chaperonin-mediated protein folding"	"YDL143W,YDR188W,YDR212W,YIL142W,YJL008C,YJL014W,YJL111W,YJR064W,YLR260W,YOR212W"
"390471"	9	"Association of TriC/CCT with target proteins during biosynthesis"	"YDL143W,YDR188W,YDR212W,YIL142W,YJL008C,YJL014W,YJL111W,YJR064W,YLR260W"
"390918"	12	"Peroxisomal lipid metabolism"	"YEL020C,YGL205W,YGR037C,YIL160C,YJR019C,YJR154W,YKR009C,YML042W,YML054C,YMR110C,YNL202W,YPL147W"
"391251"	10	"Protein folding"	"YDL143W,YDR188W,YDR212W,YIL142W,YJL008C,YJL014W,YJL111W,YJR064W,YLR260W,YOR212W"
"392154"	2	"Nitric oxide stimulates guanylate cyclase"	"YHR042W,YOR360C"
"392451"	4	"G beta:gamma signalling through PI3Kgamma"	"YHR205W,YKL126W,YOL100W,YPR165W"
"392499"	438	"Metabolism of proteins"	"YAL003W,YAL007C,YAL034C,YAL035W,YAL040C,YAL058W,YAR002C-A,YBL002W,YBL003C,YBL027W,YBL040C,YBL041W,YBL050W,YBL067C,YBL071W-A,YBL072C,YBL079W,YBL082C,YBL087C,YBL092W,YBL103C,YBL113C,YBR002C,YBR004C,YBR009C,YBR011C,YBR031W,YBR048W,YBR058C,YBR079C,YBR080C,YBR082C,YBR084C-A,YBR088C,YBR102C,YBR110W,YBR118W,YBR143C,YBR181C,YBR189W,YBR191W,YBR243C,YBR254C,YCL043C,YCR031C,YCR065W,YDL003W,YDL007W,YDL018C,YDL058W,YDL064W,YDL075W,YDL083C,YDL088C,YDL092W,YDL097C,YDL103C,YDL105W,YDL116W,YDL126C,YDL130W,YDL132W,YDL136W,YDL137W,YDL143W,YDL145C,YDL147W,YDL191W,YDL192W,YDL193W,YDL195W,YDL226C,YDR002W,YDR012W,YDR025W,YDR054C,YDR059C,YDR064W,YDR139C,YDR140W,YDR166C,YDR167W,YDR172W,YDR176W,YDR177W,YDR188W,YDR189W,YDR190C,YDR205W,YDR211W,YDR212W,YDR217C,YDR224C,YDR225W,YDR238C,YDR244W,YDR246W,YDR265W,YDR288W,YDR314C,YDR328C,YDR382W,YDR385W,YDR390C,YDR394W,YDR407C,YDR409W,YDR410C,YDR418W,YDR427W,YDR429C,YDR447C,YDR448W,YDR450W,YDR472W,YDR481C,YDR500C,YDR510W,YDR517W,YDR518W,YEL012W,YEL019C,YEL022W,YEL034W,YEL054C,YEL058W,YER003C,YER008C,YER012W,YER021W,YER025W,YER031C,YER074W,YER094C,YER102W,YER107C,YER117W,YER122C,YER165W,YFL005W,YFL007W,YFL008W,YFL017C,YFL027C,YFL034C-A,YFL038C,YFL044C,YFL045C,YFL049W,YFR002W,YFR004W,YFR010W,YFR023W,YFR031C-A,YFR032C-A,YFR050C,YFR051C,YFR052W,YGL002W,YGL011C,YGL030W,YGL031C,YGL048C,YGL049C,YGL058W,YGL065C,YGL076C,YGL100W,YGL103W,YGL123W,YGL135W,YGL137W,YGL142C,YGL153W,YGL189C,YGL200C,YGL210W,YGL233W,YGR001C,YGR027C,YGR034W,YGR036C,YGR083C,YGR085C,YGR108W,YGR109C,YGR118W,YGR119C,YGR135W,YGR162W,YGR214W,YGR252W,YGR253C,YHL001W,YHL015W,YHL031C,YHL050C,YHR010W,YHR015W,YHR021C,YHR027C,YHR068W,YHR090C,YHR098C,YHR110W,YHR141C,YHR200W,YHR203C,YIL004C,YIL007C,YIL018W,YIL026C,YIL049W,YIL064W,YIL068C,YIL069C,YIL075C,YIL076W,YIL103W,YIL109C,YIL131C,YIL133C,YIL142W,YIL148W,YIL177C,YJL001W,YJL008C,YJL014W,YJL031C,YJL039C,YJL061W,YJL074C,YJL085W,YJL091C,YJL111W,YJL132W,YJL136C,YJL138C,YJL141C,YJL189W,YJL190C,YJL191W,YJL225C,YJR007W,YJR031C,YJR042W,YJR047C,YJR064W,YJR070C,YJR099W,YJR123W,YJR145C,YKL006C-A,YKL057C,YKL104C,YKL122C,YKL145W,YKL156W,YKL165C,YKL180W,YKL191W,YKL196C,YKL210W,YKL213C,YKR026C,YKR059W,YKR068C,YKR082W,YKR084C,YKR094C,YKR095W,YLL024C,YLL029W,YLL045C,YLR007W,YLR026C,YLR029C,YLR057W,YLR061W,YLR075W,YLR078C,YLR097C,YLR128W,YLR137W,YLR143W,YLR166C,YLR167W,YLR172C,YLR185W,YLR191W,YLR192C,YLR208W,YLR260W,YLR262C,YLR264W,YLR268W,YLR291C,YLR306W,YLR325C,YLR340W,YLR344W,YLR383W,YLR388W,YLR406C,YLR441C,YLR448W,YML001W,YML012W,YML026C,YML031W,YML032C,YML063W,YML077W,YML088W,YML092C,YML103C,YML105C,YML133C,YMR013C,YMR022W,YMR026C,YMR047C,YMR085W,YMR121C,YMR142C,YMR143W,YMR146C,YMR199W,YMR218C,YMR223W,YMR230W,YMR233W,YMR235C,YMR236W,YMR260C,YMR267W,YMR281W,YMR304W,YMR309C,YMR314W,YNL021W,YNL024C,YNL030W,YNL049C,YNL067W,YNL088W,YNL093W,YNL097C,YNL112W,YNL128W,YNL162W,YNL178W,YNL204C,YNL219C,YNL287W,YNL301C,YNL302C,YNL304W,YNL339C,YNR026C,YNR030W,YNR043W,YNR046W,YOL006C,YOL034W,YOL038W,YOL040C,YOL120C,YOL121C,YOL127W,YOL133W,YOL139C,YOR002W,YOR016C,YOR022C,YOR036W,YOR063W,YOR064C,YOR067C,YOR076C,YOR089C,YOR096W,YOR098C,YOR106W,YOR115C,YOR117W,YOR133W,YOR149C,YOR156C,YOR157C,YOR212W,YOR259C,YOR260W,YOR261C,YOR293W,YOR295W,YOR310C,YOR338W,YOR339C,YOR361C,YOR362C,YOR369C,YOR370C,YPL003W,YPL010W,YPL020C,YPL048W,YPL085W,YPL090C,YPL120W,YPL131W,YPL143W,YPL190C,YPL204W,YPL210C,YPL218W,YPL220W,YPL227C,YPL237W,YPL243W,YPL249C-A,YPL256C,YPR041W,YPR055W,YPR066W,YPR068C,YPR080W,YPR088C,YPR095C,YPR102C,YPR103W,YPR108W,YPR119W,YPR120C,YPR132W,YPR176C,YPR180W,YPR181C"
"392517"	4	"Rap1 signalling"	"YAL024C,YCR038C,YGR152C,YLR310C"
"392518"	6	"Signal amplification"	"YER020W,YLR113W,YMR006C,YMR008C,YNL012W,YOL011W"
"397014"	3	"Muscle contraction"	"YGL006W,YHR042W,YJL093C"
"397795"	4	"G-protein beta:gamma signalling"	"YHR205W,YKL126W,YOL100W,YPR165W"
"399997"	3	"Acetylcholine regulates insulin secretion"	"YBL105C,YER020W,YPL268W"
"400451"	5	"Free fatty acids regulate insulin secretion"	"YER020W,YIL009W,YMR246W,YOR317W,YPL268W"
"4085377"	23	"SUMOylation of SUMOylation proteins"	"YBL079W,YDL064W,YDL088C,YDL116W,YDR002W,YDR409W,YDR510W,YER107C,YFR002W,YGL100W,YGR119C,YJL039C,YJL061W,YJR042W,YKL057C,YKR082W,YKR095W,YLR208W,YML031W,YML103C,YMR047C,YOR098C,YOR156C"
"4086398"	7	"Ca2+ pathway"	"YBR109C,YER020W,YKL190W,YLR433C,YML057W,YOR360C,YPR054W"
"416476"	5	"G alpha (q) signalling events"	"YBL105C,YBR204C,YER020W,YKL094W,YPL268W"
"416482"	10	"G alpha (12/13) signalling events"	"YAL024C,YBL047C,YCR038C,YER020W,YIL118W,YKR055W,YLR310C,YMR232W,YNL090W,YPR165W"
"418346"	8	"Platelet homeostasis"	"YGL006W,YHR042W,YLR113W,YMR006C,YMR008C,YNL012W,YOL011W,YOR360C"
"418359"	1	"Reduction of cytosolic Ca++ levels"	"YGL006W"
"418360"	1	"Platelet calcium homeostasis"	"YGL006W"
"418457"	1	"cGMP effects"	"YOR360C"
"418555"	5	"G alpha (s) signalling events"	"YIL033C,YJL164C,YKL166C,YOR360C,YPL203W"
"418592"	6	"ADP signalling through P2Y purinoceptor 1"	"YER020W,YLR113W,YMR006C,YMR008C,YNL012W,YOL011W"
"418594"	13	"G alpha (i) signalling events"	"YBL016W,YBR109C,YER020W,YGL179C,YIL033C,YJL164C,YKL166C,YMR006C,YMR008C,YNL012W,YOL011W,YPL203W,YPL268W"
"419408"	2	"Lysosphingolipid and LPA receptors"	"YDR284C,YDR503C"
"422356"	9	"Regulation of insulin secretion"	"YBL105C,YBR241C,YER020W,YGL104C,YGR152C,YIL009W,YMR246W,YOR317W,YPL268W"
"422475"	12	"Axon guidance"	"YBL016W,YBL037W,YBR028C,YDL159W,YGL206C,YGR040W,YGR167W,YHR030C,YJR005W,YJR058C,YKL135C,YOL062C"
"425366"	8	"Transport of bile salts and organic acids, metal ions and amine compounds"	"YDR205W,YDR338C,YDR497C,YHR032W,YHR175W,YIL023C,YMR243C,YOR316C"
"425393"	26	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"YBR235W,YBR294W,YBR299W,YCL038C,YCR075C,YDR456W,YGR055W,YGR287C,YGR292W,YHL036W,YIL172C,YJL216C,YJL221C,YJR001W,YJR106W,YKL221W,YKR093W,YLR348C,YNL003C,YNL125C,YOL119C,YOL157C,YOR222W,YOR306C,YPL134C,YPR003C"
"425397"	11	"Transport of vitamins, nucleosides, and related molecules"	"YAL022C,YBL030C,YBR085W,YBR220C,YCL038C,YEL004W,YKL221W,YMR056C,YNL125C,YOL119C,YOR306C"
"425407"	42	"SLC-mediated transmembrane transport"	"YAL022C,YBL030C,YBR085W,YBR220C,YBR235W,YBR241C,YBR294W,YBR299W,YCL038C,YCR075C,YDR205W,YDR338C,YDR456W,YDR497C,YEL004W,YGL104C,YGR055W,YGR287C,YGR292W,YHL036W,YHR032W,YHR175W,YIL023C,YIL172C,YJL216C,YJL221C,YJR001W,YJR106W,YKL221W,YKR093W,YLR348C,YMR056C,YMR243C,YNL003C,YNL125C,YOL119C,YOL157C,YOR222W,YOR306C,YOR316C,YPL134C,YPR003C"
"425410"	5	"Metal ion SLC transporters"	"YDR205W,YHR175W,YIL023C,YMR243C,YOR316C"
"425561"	1	"Sodium/Calcium exchangers"	"YJR106W"
"425986"	1	"Sodium/Proton exchangers"	"YDR456W"
"426048"	2	"Arachidonate production from DAG"	"YBR204C,YKL094W"
"426117"	1	"Cation-coupled Chloride cotransporters"	"YBR235W"
"427359"	12	"SIRT1 negatively regulates rRNA expression"	"YBL002W,YBL003C,YBR009C,YBR010W,YDL042C,YDR083W,YDR224C,YDR225W,YKL049C,YNL030W,YNL031C,YOL012C"
"427601"	2	"Multifunctional anion exchangers"	"YBR294W,YPR003C"
"427975"	1	"Proton/oligopeptide cotransporters"	"YKR093W"
"428157"	17	"Sphingolipid metabolism"	"YBR265W,YCR026C,YDR284C,YDR294C,YDR503C,YEL016C,YER019W,YHL003C,YJL054W,YJL134W,YKL008C,YKR053C,YLR260W,YMR110C,YMR272C,YOR171C,YPL087W"
"428643"	3	"Organic anion transporters"	"YLR348C,YOR222W,YPL134C"
"429593"	1	"Inositol transporters"	"YDR497C"
"429914"	26	"Deadenylation-dependent mRNA decay"	"YBL026W,YCR035C,YCR077C,YDL111C,YDL160C,YDR280W,YDR378C,YEL015W,YER112W,YER146W,YGL213C,YGR095C,YGR158C,YGR195W,YHR069C,YJL124C,YLR270W,YLR398C,YLR438C-A,YNL118C,YNL147W,YNL232W,YOL021C,YOL142W,YOL149W,YPR189W"
"429958"	14	"mRNA decay by 3' to 5' exoribonuclease"	"YCR035C,YDL111C,YDR280W,YGL213C,YGR095C,YGR158C,YGR195W,YHR069C,YLR270W,YLR398C,YNL232W,YOL021C,YOL142W,YPR189W"
"430039"	12	"mRNA decay by 5' to 3' exoribonuclease"	"YBL026W,YCR077C,YDL160C,YDR378C,YEL015W,YER112W,YER146W,YJL124C,YLR438C-A,YNL118C,YNL147W,YOL149W"
"432030"	2	"Transport of glycerol from adipocytes to the liver by Aquaporins"	"YFL054C,YLL043W"
"432040"	6	"Vasopressin regulates renal water homeostasis via Aquaporins"	"YFL054C,YIL033C,YJL164C,YKL166C,YLL043W,YPL203W"
"432047"	2	"Passive transport by Aquaporins"	"YFL054C,YLL043W"
"432142"	5	"Platelet sensitization by LDL"	"YLR113W,YMR006C,YMR008C,YNL012W,YOL011W"
"432720"	6	"Lysosome Vesicle Biogenesis"	"YGL206C,YGR167W,YKL135C,YLR170C,YPL259C,YPR029C"
"434313"	3	"Intracellular metabolism of fatty acids regulates insulin secretion"	"YIL009W,YMR246W,YOR317W"
"434316"	2	"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion"	"YER020W,YPL268W"
"435354"	3	"Zinc transporters"	"YDR205W,YIL023C,YMR243C"
"435368"	2	"Zinc efflux and compartmentalization by the SLC30 family"	"YDR205W,YMR243C"
"437239"	8	"Recycling pathway of L1"	"YBL016W,YBL037W,YGL206C,YGR167W,YJR005W,YJR058C,YKL135C,YOL062C"
"438064"	7	"Post NMDA receptor activation events"	"YBR109C,YGL179C,YIL033C,YJL164C,YKL166C,YLR248W,YPL203W"
"4419969"	2	"Depolymerisation of the Nuclear Lamina"	"YBL105C,YMR165C"
"4420097"	17	"VEGFA-VEGFR2 Pathway"	"YBL105C,YBR109C,YBR270C,YER093C,YHR042W,YHR205W,YJL058C,YKL126W,YKL171W,YKL203C,YLR113W,YLR260W,YMR186W,YNL006W,YOL078W,YOL100W,YPL240C"
"442380"	1	"Zinc influx into cells by the SLC39 gene family"	"YIL023C"
"442720"	4	"CREB1 phosphorylation through the activation of Adenylate Cyclase"	"YIL033C,YJL164C,YKL166C,YPL203W"
"442729"	2	"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde"	"YBR109C,YGL179C"
"442755"	7	"Activation of NMDA receptors and postsynaptic events"	"YBR109C,YGL179C,YIL033C,YJL164C,YKL166C,YLR248W,YPL203W"
"445144"	4	"Signal transduction by L1"	"YBL016W,YDL159W,YGR040W,YHR030C"
"445717"	6	"Aquaporin-mediated transport"	"YFL054C,YIL033C,YJL164C,YKL166C,YLL043W,YPL203W"
"446193"	22	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"YBL082C,YBR002C,YBR110W,YBR243C,YDL103C,YDL193W,YEL058W,YER003C,YFL017C,YFL045C,YGL065C,YGR036C,YIL049W,YKL104C,YMR013C,YMR085W,YNL219C,YNR030W,YNR043W,YOR002W,YOR067C,YPL227C"
"446199"	6	"Synthesis of Dolichyl-phosphate"	"YBR002C,YDL193W,YGR036C,YIL049W,YMR013C,YNR043W"
"446203"	88	"Asparagine N-linked glycosylation"	"YAL007C,YAL058W,YAR002C-A,YBL040C,YBL050W,YBL082C,YBR002C,YBR080C,YBR110W,YBR243C,YBR254C,YCL043C,YDL018C,YDL058W,YDL103C,YDL137W,YDL145C,YDL192W,YDL193W,YDL195W,YDL226C,YDR189W,YDR238C,YDR246W,YDR407C,YDR472W,YDR517W,YDR518W,YEL022W,YEL058W,YER003C,YER122C,YFL017C,YFL027C,YFL038C,YFL045C,YFR051C,YGL002W,YGL065C,YGL137W,YGL200C,YGR036C,YHL031C,YHR098C,YHR110W,YIL004C,YIL049W,YIL076W,YIL109C,YIL148W,YJR031C,YKL006C-A,YKL104C,YKL196C,YKR068C,YKR094C,YLR026C,YLR057W,YLR078C,YLR167W,YLR208W,YLR268W,YML012W,YML077W,YMR013C,YMR085W,YMR218C,YNL049C,YNL204C,YNL219C,YNL287W,YNR026C,YNR030W,YNR043W,YOR002W,YOR016C,YOR022C,YOR036W,YOR067C,YOR106W,YOR115C,YPL010W,YPL085W,YPL204W,YPL218W,YPL227C,YPR095C,YPR181C"
"446205"	2	"Synthesis of GDP-mannose"	"YER003C,YFL045C"
"446210"	5	"Synthesis of UDP-N-acetyl-glucosamine"	"YDL103C,YEL058W,YFL017C,YKL104C,YMR085W"
"446219"	14	"Synthesis of substrates in N-glycan biosythesis"	"YBR002C,YDL103C,YDL193W,YEL058W,YER003C,YFL017C,YFL045C,YGR036C,YIL049W,YKL104C,YMR013C,YMR085W,YNR043W,YPL227C"
"446652"	8	"Interleukin-1 family signaling"	"YBL009W,YDR092W,YGL021W,YGL087C,YIL148W,YKR094C,YLR167W,YPR054W"
"448424"	17	"Interleukin-17 signaling"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"449147"	24	"Signaling by Interleukins"	"YBL009W,YBL016W,YBR028C,YDL159W,YDR092W,YEL009C,YER045C,YGL021W,YGL087C,YGR040W,YHR030C,YIL036W,YIL113W,YIL148W,YJL128C,YKL171W,YKR094C,YLR113W,YLR167W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"450282"	12	"MAPK targets/ Nuclear events mediated by MAP kinases"	"YBL016W,YBR028C,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YLR113W,YNL053W,YNL167C,YPR054W"
"450294"	17	"MAP kinase activation"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"450302"	6	"activated TAK1 mediates p38 MAPK activation"	"YDL159W,YJL128C,YKL171W,YLR113W,YOR231W,YPL140C"
"450321"	5	"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"	"YDL159W,YJL128C,YOR231W,YPL140C,YPR054W"
"450341"	9	"Activation of the AP-1 family of transcription factors"	"YBL016W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YLR113W,YNL167C,YPR054W"
"450385"	17	"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"	"YCR035C,YDL111C,YDR151C,YDR280W,YGL173C,YGR095C,YGR158C,YGR195W,YHR069C,YHR205W,YKL126W,YKL171W,YNL118C,YNL232W,YOL021C,YOL142W,YOL149W"
"450513"	17	"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"	"YBR017C,YCR035C,YDL111C,YDR151C,YDR280W,YGL173C,YGR095C,YGR158C,YGR195W,YHR069C,YKL171W,YLR136C,YNL118C,YNL232W,YOL021C,YOL142W,YOL149W"
"450520"	2	"HuR (ELAVL1) binds and stabilizes mRNA"	"YBL105C,YDR429C"
"450531"	21	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"YBL105C,YBR017C,YCR035C,YDL111C,YDR151C,YDR280W,YDR429C,YGL173C,YGR095C,YGR158C,YGR195W,YHR069C,YHR205W,YKL126W,YKL171W,YLR136C,YNL118C,YNL232W,YOL021C,YOL142W,YOL149W"
"453274"	43	"Mitotic G2-G2/M phases"	"YBL041W,YDL007W,YDL097C,YDL132W,YDL147W,YDR328C,YDR394W,YDR427W,YER012W,YER021W,YER094C,YFL007W,YFR004W,YFR050C,YFR052W,YGL011C,YGL048C,YGR135W,YGR253C,YHR027C,YHR200W,YIL007C,YIL075C,YIL148W,YJL001W,YJL187C,YKL145W,YKR094C,YLR167W,YML092C,YMR001C,YMR036C,YMR314W,YOL038W,YOL133W,YOR117W,YOR157C,YOR259C,YOR261C,YOR362C,YPL209C,YPR103W,YPR108W"
"453276"	7	"Regulation of mitotic cell cycle"	"YFR028C,YGL003C,YGL116W,YGR188C,YJL013C,YJL030W,YOR026W"
"453279"	40	"Mitotic G1 phase and G1/S transition"	"YAL040C,YAR007C,YBL023C,YBL035C,YBR060C,YBR160W,YBR202W,YBR278W,YDL017W,YDL108W,YDR052C,YDR121W,YDR460W,YEL032W,YGL201C,YGR108W,YGR109C,YIL150C,YIR008C,YJL065C,YJL194W,YKL045W,YKL161C,YLL004W,YLR103C,YLR274W,YML065W,YMR036C,YMR199W,YNL102W,YNL261W,YNL262W,YNL312W,YPL256C,YPR019W,YPR025C,YPR119W,YPR120C,YPR162C,YPR175W"
"4551638"	28	"SUMOylation of chromatin organization proteins"	"YBL079W,YBR009C,YDL064W,YDL088C,YDL116W,YDR002W,YDR409W,YDR510W,YER107C,YFL049W,YFR002W,YGL100W,YGR119C,YJL039C,YJL061W,YJR042W,YKL057C,YKR082W,YKR095W,YLR208W,YML031W,YML103C,YMR047C,YNL021W,YNL030W,YOR098C,YOR156C,YPR068C"
"4570464"	23	"SUMOylation of RNA binding proteins"	"YBL079W,YDL064W,YDL088C,YDL116W,YDR002W,YDR510W,YER107C,YFR002W,YGL100W,YGR119C,YJL039C,YJL061W,YJR042W,YKL057C,YKR082W,YKR095W,YLR208W,YML031W,YML103C,YMR047C,YOR098C,YOR310C,YPL190C"
"4615885"	5	"SUMOylation of DNA replication proteins"	"YBR088C,YDL064W,YDR510W,YNL088W,YOL006C"
"480985"	1	"Synthesis of dolichyl-phosphate-glucose"	"YPL227C"
"4839726"	72	"Chromatin organization"	"YAL013W,YAL040C,YAR003W,YBL002W,YBL003C,YBR009C,YBR030W,YBR034C,YBR103W,YBR112C,YBR133C,YBR160W,YBR175W,YBR195C,YCR033W,YCR052W,YDR096W,YDR216W,YDR224C,YDR225W,YDR257C,YDR440W,YEL056W,YER045C,YER169W,YFR037C,YGL194C,YGR108W,YGR109C,YHR090C,YHR119W,YHR207C,YIL036W,YIL084C,YIL126W,YJL081C,YJL168C,YJL176C,YJR082C,YJR119C,YKL049C,YKL161C,YKR029C,YLR015W,YLR321C,YLR357W,YML127W,YMR020W,YMR033W,YMR176W,YMR199W,YMR263W,YNL021W,YNL030W,YNL097C,YNL167C,YNR023W,YOR064C,YOR229W,YOR230W,YOR244W,YOR290C,YPL001W,YPL016W,YPL139C,YPL165C,YPL256C,YPR031W,YPR034W,YPR068C,YPR119W,YPR120C"
"499943"	12	"Interconversion of nucleotide di- and triphosphates"	"YBL039C,YBR252W,YDL166C,YDR226W,YDR454C,YER170W,YHR144C,YJR103W,YKL024C,YKL067W,YOR074C,YPL091W"
"500753"	2	"Pyrimidine biosynthesis"	"YJL130C,YJR109C"
"500792"	2	"GPCR ligand binding"	"YDR284C,YDR503C"
"5205647"	8	"Mitophagy"	"YAL008W,YBL078C,YBR217W,YGL180W,YIL035C,YOR039W,YOR061W,YPL149W"
"5218859"	3	"Regulated Necrosis"	"YBR089C-A,YEL039C,YJR048W"
